Stakes,Odds,Available,Num_Runners,Race_Type,Going,Days,Bet_Strength,Result
5,9.4,1809,17,FLAT,SOFT,19,4,LOSER
2,2.66,257,5,CHASE,GOOD/FIRM,22,2,WINNER
2,2.44,1816,8,FLAT,GOOD/FIRM,11,3,LOSER
2,1.82,10,18,FLAT,FIRM,26,3,WINNER
5,1.03,1036,12,FLAT,FAST,16,4,WINNER
5,7.6,66,8,CHASE,GOOD ,22,4,WINNER
2,25,2010,12,HURDLE,FIRM,55,3,LOSER
2,1.47,157,22,HURDLE,GOOD ,33,2,LOSER
2,3.95,43,12,FLAT,GOOD/FIRM,34,3,LOSER
2,3.7,119,11,FLAT,FIRM,19,2,LOSER
2,1.4,110,9,CHASE,GOOD ,18,2,WINNER
5,2.16,1045,15,FLAT,HEAVY,32,5,LOSER
2,5.5,2,10,HURDLE,FAST,50,1,LOSER
2,1.36,13,23,HURDLE,HEAVY,17,3,WINNER
2,1.25,27,9,HURDLE,FIRM,11,1,WINNER
2,1.85,28,7,HURDLE,FAST,9,3,LOSER
2,3.5,278,7,HURDLE,GOOD/FIRM,40,3,LOSER
2,7.6,278,15,FLAT,FIRM,20,2,LOSER
2,1.7,58,16,FLAT,SOFT,10,3,WINNER
2,1.48,674,12,HURDLE,FAST,78,1,WINNER
2,100,13,12,FLAT,GOOD/FIRM,22,3,LOSER
2,1.51,132,20,CHASE,GOOD/SOFT,31,3,WINNER
2,7.2,162,7,FLAT,FIRM,21,2,LOSER
5,1.83,81,12,HURDLE,HEAVY,61,4,LOSER
2,4.5,322,9,FLAT,FIRM,40,3,WINNER
2,1.57,1470,8,FLAT,GOOD ,17,1,WINNER
2,1.38,1354,11,FLAT,GOOD ,9,1,LOSER
5,1.01,1516,22,CHASE,GOOD/SOFT,39,5,WINNER
5,1.69,561,7,CHASE,HEAVY,37,5,WINNER
5,9.6,41,6,CHASE,GOOD ,79,4,LOSER
2,1.44,846,10,HURDLE,GOOD ,19,1,LOSER
5,3.35,19,7,CHASE,GOOD/SOFT,62,4,LOSER
2,1.21,46,7,CHASE,GOOD ,22,2,WINNER
